Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
6/1/2015,On Line,Online scheduled transfer to CHK 2404 Confirmation# 1015080183,115,debit,Bills & Utilities,eBanking,,
6/1/2015,Transfer from Ally Checking,DIRECTPAY MINIMUM PLUS PAYMENT C_PAYMENTSANDCREDITS,535,credit,Credit Card Payment,Discover,,
5/30/2015,Home Depot,THE HOME DEPOT ST. PETERS MO C_MERCHANDISEHOMESUPPLYWAREHOUSESTORES,52.36,debit,Home Improvement,XXXX-XXXX-XXXX-3397,,
5/29/2015,Interest Charge Cash,INTEREST CHARGE ON CASH ADVANCES C_INTERESTCHARGED,0,credit,Finance Charge,XXXX-XXXX-XXXX-3397,,
5/29/2015,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES C_INTERESTCHARGED,0,credit,Finance Charge,XXXX-XXXX-XXXX-3397,,
5/29/2015,Keep Change Transfer,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 05/29/15,0.36,debit,Transfer,eBanking,,
5/29/2015,QuikTrip,CHECKCARD 0528 QT 619 06006191 ST CHARLES MO 24399005148993040434109,4.64,debit,Gas & Fuel,eBanking,,
5/29/2015,Ssm St Joseph,SSM ST. JOSEPH H DES:PAYRLL DEP ID:00137304 INDN:Samantha Gannaway CO...,830.02,credit,Paycheck,eBanking,,
5/27/2015,Keepthechange Acct Effective,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 05/26,2.11,credit,Income,Regular Savings,,
5/26/2015,Amazon,AMAZONPRIME MEMBERSHIP AMZN.COM/PRMENV LZBRXRT0B9M,49,debit,Shopping,Discover,,
5/26/2015,Aldi,ALDI 41046 062 05/26 #000297641 PURCHASE ALDI 41046 0624 ST PETERS MO,73.78,debit,Groceries,eBanking,,
5/26/2015,St Peter's,CHECKCARD 0522 Shamrocks St Peters MO 24342855144700038287252,18.1,debit,Restaurants,eBanking,,
5/26/2015,Keep Change Transfer,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 05/26/15,2.11,debit,Transfer,eBanking,,
5/26/2015,Wal-Mart,Wal-Mart Store 05/24 #000052983 PURCHASE Wal-Mart Store ST. CHARLES MO,33.67,debit,Shopping,eBanking,,
5/26/2015,Home Depot,THE HOME DEPOT 05/24 #000734840 PURCHASE THE HOME DEPOT 30 SAINT PETERS MO,25.89,debit,Home Improvement,eBanking,,
5/26/2015,Home Depot,THE HOME DEPOT 05/23 #000098376 PURCHASE THE HOME DEPOT 30 SAINT PETERS MO,21.5,debit,Home Improvement,eBanking,,
5/26/2015,Hot Diggity Dog,CHECKCARD 0524 HOT DIGGITY DOG ST CHARLES MO 24435655144200575700025,16.95,debit,Fast Food,eBanking,,
5/25/2015,Menard,MENARDS - 3305 ST. PETERS MO C_HOMEIMPROVEMENT,78.72,debit,Home Improvement,Discover,,
5/25/2015,QuikTrip,QT 619 ST PETERS MO C_GASOLINE,9.03,debit,Gas & Fuel,Discover,,
5/25/2015,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA H2VW9XSJG9S,31.46,debit,Shopping,Discover,,
5/24/2015,Target,TARGET SAINT PETERS MO C_SUPERMARKETS,9.54,debit,Home,Discover,,
5/23/2015,Home Depot,THE HOME DEPOT 3022 SAINT PETERS MO C_HOMEIMPROVEMENT,17.2,debit,Home Improvement,Discover,,
5/22/2015,Home Depot,THE HOME DEPOT ST. PETERS MO C_MERCHANDISEHOMESUPPLYWAREHOUSESTORES,75.15,debit,Home Improvement,XXXX-XXXX-XXXX-3397,,
5/22/2015,McDonald's,MCDONALD'S F20374 ST.CHARLES MO C_RESTAURANTS,4.2,debit,Fast Food,Discover,,
5/22/2015,McDonald's,MCDONALD'S F20374 ST.CHARLES MO C_RESTAURANTS,6.25,debit,Fast Food,Discover,,
5/21/2015,Home Depot,THE HOME DEPOT 3022 SAINT PETERS MO C_HOMEIMPROVEMENT,28.05,debit,Home Improvement,Discover,,
5/21/2015,QuikTrip,QT 619 ST PETERS MO C_GASOLINE,2.22,debit,Gas & Fuel,Discover,,
5/21/2015,Keepthechange Acct Effective,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 05/20,0.42,credit,Income,Regular Savings,,
5/20/2015,Jimmy John's,JIMMY JOHN'S # 1386 - SAINT PETERS MO C_RESTAURANTS,9.5,debit,Restaurants,Discover,,
5/20/2015,Netflix,NETFLIX.COM NETFLIX.COM CA 6287365731,7.99,debit,Television,Discover,,
5/20/2015,Charter Communications,CHARTER COMMUNICATIONS 888-438-2427 MO 8345781500629045AA0519 C_SERVICES,91.27,debit,Television,Discover,,
5/20/2015,Imos Pizza,CHECKCARD 0519 IMO'S PIZZA - (NOLES) ST PETERS MO 24801635140207980800243,25.58,debit,Restaurants,eBanking,,
5/20/2015,Keep Change Transfer,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 05/20/15,0.42,debit,Transfer,eBanking,,
5/19/2015,QuikTrip,QT 619 ST PETERS MO C_GASOLINE,1.5,debit,Gas & Fuel,Discover,,
5/19/2015,Keepthechange Acct Effective,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 05/18,0.8,credit,Income,Regular Savings,,
5/18/2015,QuikTrip,QT 619 ST PETERS MO C_GASOLINE,1.72,debit,Gas & Fuel,Discover,,
5/18/2015,Keepthechange Acct Effective,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 05/15,0.46,credit,Income,Regular Savings,,
5/18/2015,La Carreta Mexican Restaurant,CHECKCARD 0515 LA CARRETA MEXICAN REST SAINT CHARLESMO 24013395135001630407661,42.2,debit,Restaurants,eBanking,,
5/18/2015,Keep Change Transfer,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 05/18/15,0.8,debit,Transfer,eBanking,,
5/17/2015,Amigos Cantina,AMIGOS CANTINA SAINT LOUIS MO C_RESTAURANTS,69.94,debit,Restaurants,Discover,,
5/17/2015,Pi Pizza Mo,PI PIZZA ST LOUIS MO C_RESTAURANTS,63.42,debit,Restaurants,Discover,,
5/16/2015,Google Storage,GOOGLE *GOOGLE STORAGE GOOGLE.COM/CHCA P04IQGG1 C_SERVICES,9.99,debit,Internet,Discover,,
5/16/2015,"Crocs, Inc.",PAYPAL *CROCS INC 402-935-7733 CA C_SERVICES,15.88,debit,Clothing,Discover,,
5/15/2015,Fast Lane,40 FASTLANE SAINT CHARLESMO C_GASOLINE,41.7,debit,Gas & Fuel,Discover,,
5/15/2015,McDonald's,MCDONALD'S F5690 ST CHARLES MO C_RESTAURANTS,4.63,debit,Fast Food,Discover,,
5/15/2015,Club Fitness Mo,CHECKCARD 0514 CLUB FITNESS 636-9280968 MO 24906415134015873729059 RECURRING,21.54,debit,Gym,eBanking,,
5/15/2015,Keep Change Transfer,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 05/15/15,0.46,debit,Transfer,eBanking,,
5/15/2015,Ssm St Joseph,SSM ST. JOSEPH H DES:PAYRLL DEP ID:00137304 INDN:Samantha Gannaway CO...,663.45,credit,Paycheck,eBanking,,
5/14/2015,Home Depot,THE HOME DEPOT 3022 SAINT PETERS MO C_HOMEIMPROVEMENT,33.76,debit,Home Improvement,Discover,,
5/14/2015,Equip Rental and Sales LLC,EQUIP RENTAL AND SALES SAINT PETERS MO,28.31,debit,Home Services,Discover,,
5/14/2015,McDonald's,MCDONALD'S F20374 ST.CHARLES MO C_RESTAURANTS,4.2,debit,Fast Food,Discover,,
5/14/2015,Music,GOOGLE *MUSIC GOOGLE.COM/CHCA P04IHNV5 C_SERVICES,9.99,debit,Business Services,Discover,,
5/14/2015,Keepthechange Acct Effective,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 05/13,0.19,credit,Income,Regular Savings,,
5/14/2015,Auto Finance,CHASE AUTO FINANCE Bill Payment,199.63,debit,Auto Payment,eBanking,,
5/14/2015,Online Banking Confirmation,Online Banking payment to CRD 8390 Confirmation# 2865464053,437.15,debit,Credit Card Payment,eBanking,,
5/13/2015,Equip Rental and Sales LLC,EQUIP RENTAL AND SALES SAINT PETERS MO,42.46,debit,Home Services,Discover,,
5/13/2015,McDonald's,MCDONALD'S F20374 ST.CHARLES MO C_RESTAURANTS,4.09,debit,Fast Food,Discover,,
5/13/2015,Menard,MENARDS - 3305 ST. PETERS MO C_HOMEIMPROVEMENT,41.65,debit,Home Improvement,Discover,,
5/13/2015,Keepthechange Acct Effective,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 05/12,0.93,credit,Income,Regular Savings,,
5/13/2015,Keep Change Transfer,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 05/13/15,0.19,debit,Transfer,eBanking,,
5/13/2015,Club Fitness,CHECKCARD 0511 6471 CLUB FITNESS SAINT PETERS MO 24910165132005780244083,10.81,debit,Gym,eBanking,,
5/13/2015,Account Maintenance Fee,Monthly Maintenance Fee,8.95,debit,Financial,eBanking,,
5/12/2015,Home Depot,THE HOME DEPOT 3022 SAINT PETERS MO C_HOMEIMPROVEMENT,11.84,debit,Home Improvement,Discover,,
5/12/2015,Home Depot,THE HOME DEPOT 3022 SAINT PETERS MO C_HOMEIMPROVEMENT,75.69,debit,Home Improvement,Discover,,
5/12/2015,Daniels' Farms,DANIEL'S FARM AND GREEN ST.PETERS MO C_HOMEIMPROVEMENT,47.33,debit,Lawn & Garden,Discover,,
5/12/2015,Hulu,PAYPAL *HULU 402-935-7733 CA C_SERVICES,7.99,debit,Television,Discover,,
5/12/2015,Jack in the Box,JACK IN THE BOX #4098 SAINT PETERS MO C_RESTAURANTS,7.66,debit,Fast Food,Discover,,
5/12/2015,Keepthechange Acct Effective,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 05/11,0.17,credit,Income,Regular Savings,,
5/12/2015,Interest Earned,Interest Earned,0.01,credit,Interest Income,Regular Savings,,
5/12/2015,Schnucks,SCHNUCKS #138 05/12 #000273248 PURCHASE SCHNUCKS #138 ST CHARLES MO,67.08,debit,Groceries,eBanking,,
5/12/2015,Jack in the Box,CHECKCARD 0511 JACK IN THE BOX #4030 SAINT PETERS MO 24435655132091981001346,5.99,debit,Fast Food,eBanking,,
5/12/2015,Keep Change Transfer,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 05/12/15,0.93,debit,Transfer,eBanking,,
5/11/2015,McDonald's,MCDONALD'S F20374 ST.CHARLES MO C_RESTAURANTS,4.09,debit,Fast Food,Discover,,
5/11/2015,Menard,MENARDS - 3305 ST. PETERS MO C_HOMEIMPROVEMENT,104.95,debit,Home Improvement,Discover,,
5/11/2015,Taco Bell,CHECKCARD 0507 TACO BELL #029650 SAINT PETERS MO 24231685128286988800885,4.83,debit,Fast Food,eBanking,,
5/11/2015,Keep Change Transfer,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 05/11/15,0.17,debit,Transfer,eBanking,,
5/10/2015,Target,TARGET SAINT PETERS MO C_SUPERMARKETS,37.57,debit,Home,Discover,,
5/9/2015,U-Haul,U-HAUL/PLAZA SALES & S SAINT CHARLESMO C_TRAVELENTERTAINMENT,46.56,debit,Home Services,Discover,,
5/9/2015,Wal-Mart,WAL-MART SC - #0648 SAINT PETERS MO,117.51,debit,Shopping,Discover,,
5/8/2015,Raising Cane,RAISING CANE'S #180 COTTLEVILLE MO C_RESTAURANTS,13.4,debit,Fast Food,Discover,,
5/8/2015,U Gas Upper,U GAS UPPER BOTTOM ROAD SAINT CHARLESMO C_GASOLINE,40.5,debit,Gas & Fuel,Discover,,
5/8/2015,Lowe's,"LOWE'S OF ST. CHARLES, M SAINT CHARLESMO C_HOMEIMPROVEMENT",24.69,debit,Home Improvement,Discover,,
5/8/2015,McDonald's,MCDONALD'S F5690 ST CHARLES MO C_RESTAURANTS,4.31,debit,Fast Food,Discover,,
5/8/2015,QuikTrip,QT 660 ST CHARLES MO C_GASOLINE,6.05,debit,Gas & Fuel,Discover,,
5/7/2015,Taco Bell,TACO BELL #029668 SAINT LOUIS MO C_RESTAURANTS,4.8,debit,Fast Food,Discover,,
5/6/2015,Home Depot,THE HOME DEPOT 3022 SAINT PETERS MO C_HOMEIMPROVEMENT,98.13,debit,Home Improvement,Discover,,
5/6/2015,Keepthechange Acct Effective,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 05/05,0.04,credit,Income,Regular Savings,,
5/5/2015,Keepthechange Acct Effective,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 05/04,0.94,credit,Income,Regular Savings,,
5/5/2015,Wal-Mart,WAL-MART #0648 05/04 #000026911 PURCHASE WAL-MART #0648 ST. PETERS MO,122.96,debit,Shopping,eBanking,,
5/5/2015,Transfer to Regular Savings,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 05/05/15,0.04,debit,Transfer,eBanking,,
5/4/2015,Shell,SHELL 57441474202 STEELE MO C_GASOLINE,21.16,debit,Gas & Fuel,Discover,,
5/4/2015,Keepthechange Acct Effective,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 05/01,0.07,credit,Income,Regular Savings,,
5/4/2015,Walgreens,WALGREENS 2 N 05/03 #000863638 PURCHASE WALGREENS 2 N MAI MEMPHIS TN,30.06,debit,Pharmacy,eBanking,,
5/4/2015,P Withdrwl 183 Beale Street,P235593 05/02 #000802875 WITHDRWL 183 BEALE STREET MEMPHIS TN,63.99,debit,Vacation,eBanking,,
5/4/2015,Transfer to Regular Savings,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 05/04/15,0.94,debit,Transfer,eBanking,,
5/4/2015,P Withdrwl Fee 183 Beale Street,P235593 05/02 #000802875 WITHDRWL 183 BEALE STREET MEMPHIS TN FEE,2.5,debit,ATM Fee,eBanking,,
5/1/2015,Exxon,EXXONMOBIL TURRELL AR C_GASOLINE,21.13,debit,Gas & Fuel,Discover,,
5/1/2015,QuikTrip,QT 629 ST LOUIS MO C_GASOLINE,11.38,debit,Gas & Fuel,Discover,,
5/1/2015,Wal-Mart,WALMART.COM 8009666546 800-966-6546 AR,86.75,debit,Shopping,Discover,,
5/1/2015,Exxon,EXXONMOBIL TURRELL AR C_GASOLINE,24,debit,Gas & Fuel,Discover,,
5/1/2015,Keepthechange Acct Effective,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 04/30,0.88,credit,Income,Regular Savings,,
5/1/2015,Ssm St Joseph,SSM ST. JOSEPH H DES:PAYRLL DEP ID:00137304 INDN:Samantha Gannaway CO...,717.22,credit,Paycheck,eBanking,,
5/1/2015,On Line,Online scheduled transfer to CHK 2404 Confirmation# 3147327687,115,debit,Bills & Utilities,eBanking,,
5/1/2015,Keep Change Transfer,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 05/01/15,0.07,debit,Transfer,eBanking,,
5/1/2015,Harpoles Heartland Lodge,CHECKCARD 0429 HARPOLES HEARTLAND LODG NEBO IL 24559305120400006433200,187,debit,Hotel,eBanking,,
5/1/2015,Arby's,CHECKCARD 0430 ARBY'S 7985 ST. PETERS MO 24224435121105010350915,6.93,debit,Fast Food,eBanking,,
5/1/2015,Directpay Full Balance,DIRECTPAY FULL BALANCE C_PAYMENTSANDCREDITS,1512.81,credit,Credit Card Payment,Discover,,
4/30/2015,Express,EXPRESS LLC 04/30 #000389257 PURCHASE EXPRESS LLC SAINT PETERS MO,182.71,debit,Clothing,eBanking,,
4/30/2015,JCPenney,JCPENNEY STORE 04/30 #000582262 PURCHASE JCPENNEY STORE 26 ST PETERS MO,19.41,debit,Clothing,eBanking,,
4/30/2015,Keep Change Transfer,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 04/30/15,0.88,debit,Transfer,eBanking,,
4/29/2015,Keepthechange Acct Effective,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 04/28,0.97,credit,Income,Regular Savings,,
4/28/2015,Keepthechange Acct Effective,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 04/27,0.77,credit,Income,Regular Savings,,
4/28/2015,Keep Change Transfer,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 04/28/15,0.97,debit,Transfer,eBanking,,
4/28/2015,Shop 'n Save,SHOP 'N SAVE # 04/28 #000922269 PURCHASE SHOP 'N SAVE #178 ST. PETERS MO,3.03,debit,Groceries,eBanking,,
4/27/2015,Shamrocks St Peters,CHECKCARD 0424 Shamrocks St Peters MO 24342855116700038287025,41,debit,Restaurants,eBanking,,
4/27/2015,Shop 'n Save,SHOP 'N SAVE # 04/27 #000738841 PURCHASE SHOP 'N SAVE #178 ST. PETERS MO,5.23,debit,Groceries,eBanking,,
4/27/2015,Keep Change Transfer,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 04/27/15,0.77,debit,Transfer,eBanking,,
4/25/2015,Home Depot,THE HOME DEPOT 3022 SAINT PETERS MO C_HOMEIMPROVEMENT,69.91,debit,Home Improvement,Discover,,
4/24/2015,Steak 'n Shake,STEAK-N-SHAKE#0256 Q99 ST PETERS MO C_RESTAURANTS,5.55,debit,Fast Food,Discover,,
4/24/2015,Valvoline Instant,050030 VALVOLINE INSTANT SAINT PETERS MO C_AUTOMOTIVE,116.91,debit,Service & Parts,Discover,,
4/23/2015,McDonald's,MCDONALD'S F5690 ST CHARLES MO C_RESTAURANTS,5.48,debit,Fast Food,Discover,,
4/23/2015,QuikTrip,QT 619 ST PETERS MO C_GASOLINE,41.95,debit,Gas & Fuel,Discover,,
4/21/2015,Transfer from eBanking,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 04/20,1.85,credit,Transfer,Regular Savings,,
4/20/2015,Netflix,NETFLIX.COM NETFLIX.COM CA 6477434269,7.99,debit,Television,Discover,,
4/20/2015,Schnucks,SCHNUCKS #138 04/20 #000174168 PURCHASE SCHNUCKS #138 ST CHARLES MO,30.08,debit,Groceries,eBanking,,
4/20/2015,Arby's,CHECKCARD 0418 ARBY'S 7985 ST. PETERS MO 24224435109104023415654,12.67,debit,Fast Food,eBanking,,
4/20/2015,Transfer to Regular Savings,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 04/20/15,1.85,debit,Transfer,eBanking,,
4/20/2015,Taco Bell,CHECKCARD 0417 TACO BELL #029650 SAINT PETERS MO 24231685108286988801218,5.4,debit,Fast Food,eBanking,,
4/19/2015,Hardee's,HARDEE'S 1501071 ST PETERS MO C_RESTAURANTS,9.04,debit,Fast Food,Discover,,
4/19/2015,Papa John's,PAPA JOHN'S #00510.COM 636-922-7272 MO 01928B C_RESTAURANTS,16.2,debit,Fast Food,Discover,,
4/19/2015,Charter Communications,CHARTER COMMUNICATIONS 888-438-2427 MO 8345781500629045AA0418 C_SERVICES,84.95,debit,Television,Discover,,
4/18/2015,Walgreens,WALGREENS #3687 SAINT PETERS MO,26.95,debit,Pharmacy,Discover,,
4/17/2015,Jack in the Box,JACK IN THE BOX #4098 SAINT PETERS MO C_RESTAURANTS,6.46,debit,Fast Food,Discover,,
4/17/2015,Micro Center,MICRO CENTER BRNTWD-095 BRENTWOOD MO,46,debit,Shopping,Discover,,
4/17/2015,Ssm St Joseph,SSM ST. JOSEPH H DES:PAYRLL DEP ID:00137304 INDN:Samantha Gannaway CO...,789.94,credit,Paycheck,eBanking,,
4/16/2015,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA R63PXOCGCB7,39.95,debit,Shopping,Discover,,
4/16/2015,Dirt Cheap,DIRT CHEAP 11 SAINT CHARLESMO C_GASOLINE,24.97,debit,Alcohol & Bars,Discover,,
4/15/2015,Account Maintenance Fee,Monthly Maintenance Fee,8.95,debit,Bank Fee,eBanking,,
4/15/2015,Meridian Waste Services,MERIDIAN WASTE SERVICES BRIDGETON MO C_SERVICES,49.5,debit,Utilities,Discover,,
4/15/2015,Duckett Creek Sanitary Dst,DUCKETT CREEK SANITARY D 636-4411244 MO C_SERVICES,65.25,debit,Utilities,Discover,,
4/14/2015,Interest Earned,Interest Earned,0.01,credit,Interest Income,Regular Savings,,
4/14/2015,Auto Finance,CHASE AUTO FINANCE Bill Payment,199.63,debit,Auto Payment,eBanking,,
4/14/2015,Panera Bread,PANERA BREAD #1379 ST PETERS MO C_RESTAURANTS,25.96,debit,Fast Food,Discover,,
4/13/2015,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA CLLS7KN1G8J,7.95,debit,Shopping,Discover,,
4/13/2015,U Gas Upper,U GAS UPPER BOTTOM ROAD SAINT CHARLESMO C_GASOLINE,3.3,debit,Gas & Fuel,Discover,,
4/13/2015,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA UMM3A9ORT9T,10.48,debit,Shopping,Discover,,
4/12/2015,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA CLL8BLQ6822,14.45,debit,Shopping,Discover,,
4/12/2015,QuikTrip,QT 619 ST PETERS MO C_GASOLINE,3.65,debit,Gas & Fuel,Discover,,
4/11/2015,Home Depot,THE HOME DEPOT 3022 SAINT PETERS MO C_HOMEIMPROVEMENT,144.17,debit,Home Improvement,Discover,,
4/11/2015,Sonic,SONIC DRIVE IN #4993 ST CHARLES MO C_RESTAURANTS,11.38,debit,Fast Food,Discover,,
4/10/2015,Transfer from eBanking,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 04/09,1.04,credit,Transfer,Regular Savings,,
4/9/2015,Transfer to Regular Savings,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 04/09/15,1.04,debit,Transfer,eBanking,,
4/9/2015,Riverside Sweets,CHECKCARD 0408 RIVERSIDE SWEETS SAINT CHARLESMO 24013395098000763225853,4.12,debit,Food & Dining,eBanking,,
4/9/2015,Sq H A,CHECKCARD 0408 SQ *H.A.M.'S DELI St Charles MO 24692165098000667432147,9.84,debit,Restaurants,eBanking,,
4/9/2015,Steak 'n Shake,STEAK-N-SHAKE#0256 Q99 ST PETERS MO C_RESTAURANTS,6.24,debit,Fast Food,Discover,,
4/7/2015,Transfer from eBanking,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 04/06,1.81,credit,Transfer,Regular Savings,,
4/7/2015,QuikTrip,QT 602 ST. CHARLES MO C_GASOLINE,38.14,debit,Gas & Fuel,Discover,,
4/7/2015,QuikTrip,QT 619 ST CHARLES MO C_GASOLINE,29.88,debit,Gas & Fuel,Discover,,
4/6/2015,Transfer from eBanking,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 04/03,0.22,credit,Transfer,Regular Savings,,
4/6/2015,Transfer to Regular Savings,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 04/06/15,1.81,debit,Transfer,eBanking,,
4/6/2015,Wal-Mart,WM SUPERC Wal- 04/04 #000721591 PURCHASE WM SUPERC Wal-Mar ST. CHARLES MO,184.03,debit,Shopping,eBanking,,
4/6/2015,Walgreens,WALGREENS 2310 04/04 #000505277 PURCHASE WALGREENS 2310 S SAINT CHARLES MO,4.16,debit,Pharmacy,eBanking,,
4/6/2015,Valentis Marke Valentis,VALENTIS MARKE 04/04 #000892421 PURCHASE VALENTIS MARKET SAINT PETERS MO,38,debit,Groceries,eBanking,,
4/6/2015,QuikTrip,QT 619 ST CHARLES MO C_GASOLINE,33.68,debit,Gas & Fuel,Discover,,
4/6/2015,Transfer from Wedding/Honeymoon,DIRECTPAY FULL BALANCE C_PAYMENTSANDCREDITS,228.21,credit,Credit Card Payment,Discover,,
4/3/2015,Ssm St Joseph,SSM ST. JOSEPH H DES:PAYRLL DEP ID:00137304 INDN:Samantha Gannaway CO...,768.25,credit,Paycheck,eBanking,,
4/3/2015,QuikTrip,CHECKCARD 0402 QT 619 06006191 ST CHARLES MO 24399005092993037165928,6.78,debit,Gas & Fuel,eBanking,,
4/3/2015,Transfer to Regular Savings,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 04/03/15,0.22,debit,Transfer,eBanking,,
4/2/2015,McDonald's,MCDONALD'S F20374 ST.CHARLES MO C_RESTAURANTS,5.06,debit,Fast Food,Discover,,
4/1/2015,On Line,Online scheduled transfer to CHK 2404 Confirmation# 4488151576,115,debit,Bills & Utilities,eBanking,,
4/1/2015,Los Cabos Cantina,LOS CABOS CANTINA SAINT PETERS MO C_RESTAURANTS,72,debit,Restaurants,Discover,,
4/1/2015,Elco Chevrolet,ELCO CHEVRO20000030434 BALLWIN MO C_AUTOMOTIVE,219.98,debit,Service & Parts,Discover,,
4/1/2015,Event Ticket Insurance,EVENT TICKET INSURANCE RICHMOND VA,13.98,debit,Entertainment,Discover,,
3/31/2015,Transfer from eBanking,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 03/30,4.02,credit,Transfer,Regular Savings,,
3/31/2015,Transfer to BankAmericard Platinum Plus Visa,Online Banking payment to CRD 8390 Confirmation# 3885786388,295,debit,Credit Card Payment,eBanking,,
3/31/2015,Ticketmaster,TM *BEALE ST MUSIC FES 800-653-8000 FL SCSA3C9227-17193,208.9,debit,Entertainment,Discover,,
3/31/2015,Lakeside Stop,SQ *RESTRANT LAKESIDE ST LOUIS MO 0002305843009980210251 C_RESTAURANTS,3.77,debit,Alcohol & Bars,Discover,,
3/31/2015,Wendy's,WENDY'S 719 SAINT PETERS MO C_RESTAURANTS,21.73,debit,Fast Food,Discover,,
3/30/2015,Transfer from eBanking,KEEPTHECHANGE CREDIT FROM ACCT0189 EFFECTIVE 03/27,0.38,credit,Transfer,Regular Savings,,
3/30/2015,Thai Kitchen,CHECKCARD 0327 THAI KITCHEN SAINT PETERS MO 24431065087400678000308,52.19,debit,Restaurants,eBanking,,
3/30/2015,Jo-Ann Stores,JOANN STORES I 03/28 #000851261 PURCHASE JOANN STORES INC ST PETERS MO,4.42,debit,Hobbies,eBanking,,
3/30/2015,Target,TARGET T1 TARG 03/29 #000628991 PURCHASE TARGET T1 TARGET ST CHARLES MO,171.71,debit,Shopping,eBanking,,
3/30/2015,Transfer to Regular Savings,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 03/30/15,4.02,debit,Transfer,eBanking,,
3/30/2015,Michaels,MICHAELS STORE 03/29 #000237387 PURCHASE MICHAELS STORES I ST. CHARLES MO,30.08,debit,Hobbies,eBanking,,
3/30/2015,Goodwill St Peters,CHECKCARD 0328 GOODWILL ST PETERS SAINT PETERS MO 24412955088200188300527,32.83,debit,Shopping,eBanking,,
3/30/2015,Home Depot,THE HOME DEPOT 03/28 #000351872 PURCHASE THE HOME DEPOT 30 SAINT PETERS MO,43.11,debit,Home Improvement,eBanking,,
3/30/2015,Little Caesars,CHECKCARD 0327 LITTLE CAESARS 1510 000 COTTLEVILLE MO 24445005087100476370115,13.64,debit,Restaurants,eBanking,,
3/28/2015,Home Depot,THE HOME DEPOT 3022 SAINT PETERS MO C_HOMEIMPROVEMENT,102.95,debit,Home Improvement,Discover,,
3/28/2015,Buffalo Wild Wings,BUFFALO WILD WINGS GRILL SAINT PETERS MO C_RESTAURANTS,63.84,debit,Restaurants,Discover,,
3/28/2015,Home Depot,THE HOME DEPOT 3022 SAINT PETERS MO C_HOMEIMPROVEMENT,47.29,debit,Home Improvement,Discover,,
3/28/2015,McDonald's,MCDONALD'S F23812 ST CHARLES MO C_RESTAURANTS,2.81,debit,Fast Food,Discover,,
3/28/2015,Waggers Pet Salon,WAGGERS PET SALON SAINT PETERS MO C_SERVICES,65,debit,Personal Care,Discover,,
3/27/2015,Harpoles Heartland Lodge,CHECKCARD 0325 HARPOLES HEARTLAND LODG NEBO IL 24559305085400006148512,531.62,debit,Hotel,eBanking,,
3/27/2015,Transfer to Regular Savings,KEEP THE CHANGE TRANSFER TO ACCT 5828 FOR 03/27/15,0.38,debit,Transfer,eBanking,,
